TYPE,DYN_MassInHalfRad,DM_MassInHalfRad,R_eff,Mass,VelDisp,mangaid
nETGs,11.57,11.37084035194736,1.089021401097692,11.436666023534528,2.376576957056512,1-383623
nETGs,11.363,11.109242468656053,0.9159802392612114,11.309946298268185,2.350441856535061,1-384065
nETGs,11.796,11.613128725653384,0.9647783167091041,11.633159262291347,2.4245549766067134,1-384149
nETGs,11.285,11.100514488759787,0.7011360023417151,11.125225640840467,2.4287825114969546,1-384194
nETGs,11.74,11.408592238439732,1.24622729494254,11.768391123999432,2.400710636773231,1-384246
nETGs,10.798,10.464278956823227,0.6454230084489704,10.828401595243971,2.2052043639481447,1-38428
nETGs,11.499,11.349992897171054,0.8098961788373022,11.263077208115769,2.4504030861553665,1-384621
nETGs,11.27,10.987723671657292,0.6776982441100182,11.250399821998757,2.369586890736344,1-384690
nETGs,11.164,10.808559396947992,0.8413591427792805,11.212346473751586,2.2933625547114453,1-384789
nETGs,11.414,11.201606331064088,0.9878452864108,11.302509826634784,2.281714970027296,1-38486
nETGs,11.432,11.15145170449295,0.9750181681551112,11.410504349313268,2.366236123718293,1-384872
nETGs,10.989,10.86038230438381,0.3697727343128565,10.698823508293167,2.4287825114969546,1-385077
nETGs,11.107,10.7068989528776,0.6610549607562525,11.187615987333889,2.230959555748569,1-385131
nETGs,11.216,11.021095820537209,0.9186065328202775,11.075253223013247,2.26030994579492,1-38521
nETGs,10.807,10.33772868702859,0.8224944504672023,10.92795990814009,2.121887985103681,1-385222
nETGs,12.437,12.41487427451386,0.8855307416949069,11.434127308122921,2.3961993470957363,1-385272
nETGs,10.942,10.753906346232869,0.4938764450896942,10.788962029834522,2.355643050220869,1-38567
nETGs,10.841,10.42625537620531,0.5999927000116613,10.931033616544168,2.257438566859814,1-386107
nETGs,10.637,10.335265276492597,0.6201350135766239,10.637703586136885,2.0674428427763805,1-386302
nETGs,11.018,10.748710563139085,0.5310955659044355,10.983755465692495,2.345569756056392,1-386727
nETGs,11.517,11.248267703864851,1.024608818043909,11.482106004375245,2.361727836017593,1-387356
nETGs,11.521,11.337937252296854,1.0093240947235198,11.35852471344569,2.3754807146185724,1-387445
nETGs,10.88,10.600003158206988,0.6765102432708802,10.857896121534354,2.2216749970707688,1-389238
nETGs,11.634,11.268155079322874,1.0958654452421446,11.690386152710373,2.3861421089308186,1-389476
nETGs,10.402,10.118105562092252,0.3773075165481274,10.384160469220868,2.143014800254095,1-389743
nETGs,10.412,10.212838220831387,0.44388853301394354,10.27866968629494,2.0856472882968564,1-390168
nETGs,11.357,11.080078472285107,0.8447252708606499,11.331474161526724,2.3643633546157306,1-390223
nETGs,10.625,10.22848851889702,0.5383227763973364,10.703226277157906,2.15259407792747,1-392010
nETGs,11.756,11.491893443553499,1.0717719798102057,11.715643191166981,2.458939861890326,1-392636
nETGs,11.117,10.750478245690482,0.8184910732490471,11.173897465668174,2.299725153975637,1-394355
nETGs,10.947,10.750235025335598,0.5092020116951308,10.80951915484758,2.1664301138432824,1-39480
nETGs,10.122,9.557498713719042,0.35850617928878475,10.284813462084328,1.9258275746247424,1-395593
nETGs,11.415,11.173227403317489,0.9175051720177726,11.346360184742759,2.3787611753163733,1-395622
nETGs,10.928,10.67957768606371,0.49345810040247323,10.868129940954686,2.3092041796704077,1-39570
nETGs,10.846,9.983105793070152,0.7092695277940789,11.08297960588319,2.19506899646859,1-395734
nETGs,11.61,11.379312831036625,1.0414722692844776,11.52601924142977,2.410439786210347,1-39811
nETGs,10.865,10.665434990783393,0.6834054729810324,10.73236184182732,2.215637563435062,1-399541
nETGs,11.254,10.923210063377216,0.780676898352755,11.281850773396519,2.292920299600006,1-401259
nETGs,10.92,10.471776903282782,0.5280163103839304,11.029735045726328,2.2271150825891253,1-402014
nETGs,11.439,11.210286087064869,0.9532279612278247,11.35218844489998,2.378942698613437,1-402683
nETGs,10.652,10.251498789918118,0.41564140190776866,10.732880360631428,2.2332500095411003,1-404135
nETGs,11.457,11.12842347159347,1.1364035409397644,11.482903031147924,2.312388949370592,1-40566
nETGs,11.823,11.784211494431737,0.7433534080972302,11.055698817465746,2.256477206241677,1-405698
nETGs,11.144,10.921007188590762,0.651665949200308,11.048800448575008,2.3602146132953523,1-40697
nETGs,10.95,10.748856561602594,0.6357859987284908,10.820054568123282,2.28668096935493,1-40719
nETGs,10.785,10.359619504532105,0.7274593409398482,10.88155668810692,2.110252917353403,1-40721
nETGs,11.412,11.178933602227536,0.8588975392222068,11.331391211011281,2.4163075870598827,1-407487
nETGs,11.283,10.98453285447489,0.8533953263256068,11.280421936196808,2.341038631677523,1-407685
nETGs,11.305,10.804733832340446,0.9361108608491564,11.441064497859687,2.31492005599242,1-40771
nETGs,10.512,10.25422681403955,0.4372758925527338,10.463953215066889,2.157456768134226,1-40778
nETGs,11.116,10.833917952018506,1.0466123724032217,11.096187504374553,2.16761267272753,1-40833
nETGs,10.661,10.454731103208458,0.5179879047770687,10.53961932572781,2.1795517911651876,1-409109
nETGs,10.993,10.638642930499948,0.7577762543623228,11.040489326048743,2.2785249647370174,1-40936
nETGs,10.184,9.366399331742201,0.2755434654115018,10.413326158262853,1.9527924430440922,1-409435
nETGs,11.345,10.941264363910081,0.8500941665260081,11.428002470910206,2.380211241711606,1-4106
nETGs,11.428,11.19109265872901,0.8648069263153549,11.352741942241508,2.392696953259666,1-41289
nETGs,10.806,10.490960567054284,0.6835875800279883,10.819571608619304,2.1775364999298623,1-412897
nETGs,10.908,10.637265143020157,0.6069181595455352,10.875432021950637,2.2750808984568587,1-41493
nETGs,11.828,11.677160002211075,1.2272953974146723,11.596522930904545,2.4371160930480786,1-41506
nETGs,11.519,11.113576076461538,1.1210345706021125,11.603099822049945,2.2911467617318855,1-415389
nETGs,10.987,10.78557440219864,0.605951708250266,10.85753313885978,2.1818435879447726,1-415565
nETGs,10.891,10.416671891533172,0.6807887266764874,11.014535397969968,2.229169702539101,1-415592
nETGs,11.298,10.862194090700875,0.8588385614153335,11.400707111240532,2.3106933123433606,1-415768
nETGs,10.478,10.086963109793297,0.352953352117328,10.552517445037227,2.1405080430381798,1-41760
nETGs,11.095,10.902185498739941,0.7576237472220536,10.950539128185907,2.3044905277734875,1-41801
nETGs,11.093,10.869114253928332,0.5939504454016391,10.999127678737121,2.3106933123433606,1-418048
nETGs,10.947,10.529761112129298,0.7820420350604694,11.038586614633843,2.1986570869544226,1-418090
nETGs,10.954,10.72892707503678,0.6964432482176133,10.861881809327162,2.2477278329097232,1-418134
nETGs,10.597,10.271382563991471,0.4505560812574779,10.620269700773697,2.1832698436828046,1-418253
nETGs,10.751,10.360489441662143,0.616581403293957,10.8251567178537,2.17435059747938,1-419023
nETGs,10.529,10.214317005019291,0.4176379401775109,10.542236837090357,2.094471128641645,1-419116
nETGs,11.262,10.982459303479379,0.8746567291748912,11.239391784980125,2.321391278311689,1-41971
nETGs,11.407,11.131645908832356,0.9932590029789767,11.379710196732525,2.3184807251745174,1-42070
nETGs,10.95,10.687587133780381,0.5319890060426099,10.90761094141822,2.311753861055754,1-42082
nETGs,10.033,9.404982473991172,0.29025831013375036,10.217410084496452,1.9781805169374138,1-421145
nETGs,10.171,9.029870251528427,0.31175286828361526,10.439458435374279,2.079543007402906,1-42198
nETGs,11.426,11.122479876860398,0.9733591302996,11.428475931115432,2.3552599055273786,1-42209
nETGs,10.749,10.118799826992449,0.6108721344677587,10.93408021581103,2.167317334748176,1-42227
nETGs,11.143,10.771361623063001,0.7410722489708927,11.203718022675538,2.330210784571528,1-42238
nETGs,10.535,10.33056531945862,0.3653011288537893,10.410585253650668,2.1699681739968923,1-422898
nETGs,11.52,11.278082827922946,1.0743771461228293,11.451554193934559,2.323870606540509,1-42311
nETGs,11.666,11.593672203793496,0.783688895686174,11.152888800220229,2.3096301674258988,1-42351
nETGs,11.132,10.81903685442467,0.7841890548394814,11.143614011105756,2.2555137128195333,1-42421
nETGs,10.916,10.558251235176549,0.5935084160495672,10.966159686113661,2.2933625547114453,1-42434
nETGs,11.194,10.779479426805306,0.7779335466721821,11.283893406217876,2.280350693046006,1-42468
nETGs,10.972,10.740439039412545,0.7040658935145953,10.889262818492833,2.2586372827240764,1-42583
nETGs,11.252,11.091341537597398,0.7946978257685309,11.043293589348673,2.3492775274679554,1-42763
nETGs,10.832,10.64879302909004,0.4915035124218721,10.669799672538357,2.1610683854711747,1-42862
nETGs,11.976,11.868128101441323,1.5854950296480386,11.619333887362869,2.3690302218091532,1-42874
nETGs,10.949,10.680978772748531,0.6893072498231696,10.913274480644516,2.269045709657623,1-42899
nETGs,11.398,10.886730208701104,1.0653557463918382,11.539056176665348,2.302114376956201,1-43099
nETGs,12.053,11.976312199930401,0.8915376136827339,11.563192148286868,2.4138025167693513,1-43137
nETGs,11.425,11.18694445952629,0.8840019461164026,11.351319680192521,2.3888114134735234,1-43241
nETGs,11.24,11.028052984086598,0.8259452982984165,11.127800780330244,2.362293937964231,1-43349
nETGs,11.293,11.087038717158187,0.9183966415155873,11.171112854444301,2.295786940251609,1-43374
nETGs,11.268,11.011951059892915,0.896966287793989,11.217816073330827,2.3100557377508912,1-43512
nETGs,10.23,9.999812654472056,0.3398496527979959,10.145305161005616,2.04883008652835,1-43541
nETGs,11.367,11.106121998121669,0.9102499297740334,11.322754112349347,2.344981413927258,1-436574
nETGs,10.137,9.761804617516523,0.24649947566443403,10.200328230528568,2.001300933020418,1-43717
nETGs,11.072,10.731804316903357,0.7858271081478571,11.107923966101257,2.2755416884013098,1-43723
nETGs,11.011,10.920365791791934,0.7250142943755035,10.587008552915314,2.2846562827885157,1-43741
nETGs,10.033,9.203805063195569,0.39339948905139943,10.264375136733456,1.9429995933660404,1-43856
nETGs,11.404,11.106193447427012,0.8071970922124342,11.400752452682921,2.3774883833761327,1-43896
nETGs,11.0,10.4777912349193,0.7306207910522219,11.145840584605729,2.2730012720637376,1-43933
nETGs,11.121,10.830748607924809,0.6845764162722128,11.10994706297458,2.2648178230095364,1-439740
nETGs,11.244,10.994405400323721,0.7691561865941933,11.185644087530134,2.3529539117100877,1-439760
nETGs,11.67,11.483807404194232,0.8646287418551942,11.51343276716555,2.44544851426605,1-440254
nETGs,11.268,11.070114237120231,0.7947671001627004,11.132467807611146,2.3473300153169503,1-44100
nETGs,10.842,10.438982809392861,0.6504033409511828,10.924533355698339,2.229169702539101,1-44163
nETGs,11.198,11.00200458902394,0.7439792239297245,11.05917314541562,2.3832766504076504,1-44418
nETGs,11.456,11.289098938192751,0.9425544119052022,11.260923501920777,2.3684728384403617,1-445337
nETGs,12.173,12.08126577202198,1.11467696104731,11.753717040832912,2.458033192496506,1-445940
nETGs,11.445,11.294809927587924,0.9395193199098172,11.211953869791348,2.4619484952037616,1-446231
nETGs,10.877,10.59705782793711,0.5020159776525404,10.854835734807452,2.2702128548962426,1-44625
nETGs,11.032,10.825795726710941,0.7297308967401969,10.910513005049937,2.2814878879400813,1-446659
nETGs,10.851,10.598012149048863,0.5582286294569883,10.796974654168318,2.295127085252191,1-446684
nETGs,11.419,10.983306379636296,0.9593757487637896,11.521642106865533,2.3352572564345317,1-446720
nETGs,11.008,10.697170739015876,0.7134072393123064,11.017583028325829,2.2016701796465816,1-44726
nETGs,10.786,9.644175196368263,0.46194926458174923,11.05451252158541,2.1917303933628562,1-44767
nETGs,11.387,11.140152613946803,0.9001477077894725,11.32508090192252,2.330210784571528,1-45016
nETGs,10.735,10.237444181395064,0.5189082715953333,10.869806414770828,2.248463717551032,1-45108
nETGs,11.59,11.29186849663776,1.0401666749845864,11.587082033040565,2.405346360175709,1-45489
nETGs,11.315,11.052724516826212,0.7962977017096676,11.272445329790697,2.3218054838575393,1-45527
nETGs,11.046,10.87959633914843,0.5659661808371526,10.849860112445205,2.3554515201265174,1-45554
nETGs,10.563,10.28021009835587,0.48373102501277576,10.543960120348245,2.12057393120585,1-455687
nETGs,11.243,11.01939925743214,0.8474490439284135,11.148704795272225,2.2571984261393445,1-45606
nETGs,10.219,9.948944679701585,0.17666827981387018,10.185645321996377,2.1300119496719043,1-456372
nETGs,10.492,10.248710983028655,0.5535188053058824,10.425387609308773,2.0813473078041325,1-456414
nETGs,10.522,10.205088534099684,0.3390529929354313,10.537321139869189,2.1752218003430523,1-456539
nETGs,10.34,10.132950188393034,0.2973208144534236,10.219900812523397,2.1332194567324945,1-456623
nETGs,10.237,9.709103037219958,0.344391282701058,10.385261075905534,2.0051805125037805,1-456668
nETGs,10.695,10.570427628819347,0.3803924296646988,10.39286905002702,2.1983821300082944,1-456768
nETGs,11.293,11.124298868803752,0.83321040934648,11.101740177265832,2.3459615418131414,1-456781
nETGs,10.92,10.865002542072753,0.21457722280873476,10.296379727618268,2.0293837776852097,1-456880
nETGs,11.034,10.829627063733938,0.4966529480675983,10.909482525612404,2.3935752032695876,1-45690
nETGs,10.475,10.062359913868761,0.4308812281498012,10.563711950242281,2.115943176939055,1-456904
nETGs,10.984,10.671054915270108,0.6740342562855932,10.995596902741054,2.290479813330673,1-45698
nETGs,10.734,10.493021583613842,0.46179905317381503,10.664291751036945,2.2474822606770544,1-457126
nETGs,11.53,11.267262960156485,1.103941143468311,11.488001266635402,2.370883016777606,1-457341
nETGs,10.758,10.534056684856745,0.5862487288177831,10.664213015142156,2.149834696715785,1-457771
nETGs,11.267,11.053453790688202,0.7880978387594141,11.157330766976921,2.3656751404559175,1-457932
nETGs,11.017,10.591416008345316,0.5859115696410124,11.113679004927484,2.277150613963797,1-458052
nETGs,11.238,11.009098597585263,0.7525090766087684,11.151458763315965,2.3316297176299323,1-458138
nETGs,11.195,10.904081607965901,0.8560644980372089,11.18464734616525,2.2676409823459154,1-458499
nETGs,11.488,11.320967349219378,0.8196756625893401,11.293204186651657,2.4471580313422194,1-458599
nETGs,10.979,10.896969192948204,0.3484991169312428,10.515852665751437,1.954724790979063,1-458609
nETGs,11.113,10.7696592453308,0.8462739336630982,11.151552142686821,2.3049211619008916,1-459622
nETGs,11.457,11.192595929334923,0.9284987384885858,11.416998381893096,2.3226327116922234,1-46006
nETGs,11.299,11.00805340860483,0.8910355336625135,11.288676904138185,2.318272080211627,1-460293
nETGs,11.302,11.007817657453403,0.8147138160535391,11.295042645855764,2.3502480183341627,1-460404
nETGs,11.24,10.874590837875163,0.7216457677243531,11.296056218236554,2.204933522354145,1-46057
nETGs,10.939,10.587634040797342,0.6443413608448331,10.984103136219709,2.28397928423848,1-462966
nETGs,11.831,11.66008068056635,1.1671400626675752,11.644376336260876,2.3370597263205246,1-46349
nETGs,11.18,10.736487552898167,0.9832205656006817,11.287105843162735,2.243781916093795,1-46371
nETGs,11.624,11.529941541821088,0.7822576521452304,11.214462769000304,2.3422252293607904,1-464310
nETGs,10.519,10.275415697216724,0.4899593863786254,10.45278048201996,2.1470576710283598,1-46757
nETGs,10.413,10.209320773059469,0.32077021523404226,10.287325675044109,2.0737183503461227,1-47223
nETGs,11.436,11.071304624942542,0.9586115187108069,11.49151451546706,2.3736474722092176,1-47244
nETGs,11.461,11.279428054647482,0.8543677564713372,11.29566688372104,2.3988077302032647,1-47248
nETGs,10.38,9.983333059281527,0.45178742761694046,10.45833045611574,2.0511525224473814,1-47272
nETGs,10.52,10.121601246907645,0.41296482208073787,10.599486806676124,2.182129214052998,1-47463
nETGs,10.517,10.150643957554346,0.5092032314008655,10.5737724081621,2.0081741840064264,1-47732
nETGs,11.381,11.163195798350909,0.8448506749932029,11.277951651151893,2.4191293077419758,1-48053
nETGs,11.035,10.815657175288763,0.5649015224432209,10.934303777799089,2.3102683666324477,1-48084
nETGs,11.476,11.209186040420924,0.9968615805747855,11.438855910795949,2.360593413565249,1-481021
nETGs,11.217,11.037999976172323,0.7785852873505738,11.046668469016648,2.344785122632661,1-481249
nETGs,11.2,10.962495912150127,0.8749457808674876,11.12556316624382,2.2778383330020473,1-481824
nETGs,11.403,11.261987138824823,1.034348843134583,11.146904057010943,2.3096301674258988,1-48557
nETGs,10.798,10.72295449229906,0.38075487140199454,10.299587819673112,2.232487866352986,1-48772
nETGs,10.968,10.664392429995443,0.6211757788610291,10.970562366435516,2.315130317183602,1-490074
nETGs,11.488,11.203260039020527,0.9944055640575032,11.471075046671169,2.351409751925439,1-491075
nETGs,10.632,10.254286289833487,0.6171064178609946,10.697154003864865,2.128722284338427,1-492536
nETGs,11.144,11.000028544662415,0.7314286812118184,10.895523178281287,2.3352572564345317,1-495018
nETGs,10.95,10.514061979036079,0.7616285245993024,11.052783557081533,2.281941933440825,1-495356
nETGs,11.664,11.525928030320832,1.0315699017857793,11.400142689308861,2.3694014136966244,1-495366
nETGs,11.289,10.741327231126755,0.8644517451714656,11.445335513741078,2.3010299956639813,1-497602
nETGs,11.179,10.969870697062557,0.9017855883844744,11.062283832380086,2.26030994579492,1-504694
nETGs,10.949,10.604318679671223,0.6401825394152707,10.988661828712276,2.2706788361447066,1-50577
nETGs,10.988,10.760749671445314,0.6049806769158539,10.899068439471213,2.3003780648707024,1-50622
nETGs,11.165,10.958075634769328,0.7310253989834212,11.044695364041264,2.3483048630481607,1-50956
nETGs,10.909,10.752799653741027,0.5742625955294537,10.690165807514404,2.286905352972375,1-516559
nETGs,12.107,12.067240723685341,0.6901960139134357,11.349956170135789,2.4516329474569907,1-51779
nETGs,11.221,10.87735141745092,0.8736704301842587,11.259807508911118,2.290479813330673,1-518572
nETGs,11.438,11.187614281570614,0.9240726229474556,11.380660638394422,2.3820170425748683,1-519444
nETGs,11.54,11.233938772828322,0.9971687096327984,11.544973612373713,2.4217684012069243,1-51949
nETGs,10.69,10.16888018750266,0.47798956531630055,10.835372021093637,2.1806992012960347,1-519738
nETGs,11.209,10.928414894666387,0.8341668110907545,11.187544891059062,2.30362797638389,1-521915
nETGs,11.043,10.525063483504226,0.7487302398487835,11.186992598500868,2.26528962586083,1-522231
nETGs,11.067,10.766274735265437,0.7725421181118057,11.066695055100222,2.269746373130767,1-522651
nETGs,11.375,11.116620840925586,0.9213227630009714,11.32769980245939,2.376211850282673,1-522679
nETGs,11.43,10.885680129431643,1.0825700457915384,11.585002649601103,2.3184807251745174,1-522749
nETGs,11.167,10.893976879030708,0.8252970147947116,11.137061745454453,2.2938043599193367,1-522789
nETGs,10.534,10.345655620398809,0.5118819155180291,10.381424215983632,2.1142772965615864,1-523211
nETGs,10.732,10.574650718344241,0.4683456014120999,10.515808599883279,2.1992064791616577,1-523238
nETGs,11.165,11.009508247662318,0.6749536474590259,10.94452432563875,2.3165993020938607,1-52357
nETGs,11.1,10.848027553746865,0.757167511707887,11.044686825123481,2.2631624649622166,1-52367
nETGs,11.587,11.345258924852073,0.9726659272275369,11.51831786514929,2.4214393902200495,1-52588
nETGs,10.873,10.632591743398034,0.7036352470743631,10.802521865064278,2.190611797813605,1-52590
nETGs,11.517,11.256567518375968,1.0127944239961608,11.472212412224984,2.3884564527002667,1-52720
nETGs,11.373,11.073028449754894,0.9513870025480498,11.371938968676057,2.335858911319818,1-52814
nETGs,10.756,10.533609840355444,0.6301223198672916,10.659900838612366,2.1925674533365456,1-53020
nETGs,11.341,11.104601056662094,0.8708128505407393,11.265040180729596,2.3684728384403617,1-53060
nETGs,11.162,10.945481908346771,0.7994793632448643,11.056969274008232,2.3044905277734875,1-53123
nETGs,10.995,10.772324192605353,0.6556187328345622,10.89932762796559,2.256958152560932,1-53356
nETGs,10.878,10.646132725809986,0.5549726849672253,10.79569733079564,2.278296208091274,1-53417
nETGs,11.984,11.932958518962762,0.7941397039870405,11.329898131372609,2.3896975482063856,1-53646
nETGs,11.317,11.25577115114844,0.4516325429222596,10.73694697511561,2.1166077439882485,1-53662
nETGs,10.947,10.69848201473952,0.5854615028780473,10.88725386332975,2.278296208091274,1-53681
nETGs,10.905,10.67254631056367,0.6321544387393304,10.823527109936965,2.1202447955463652,1-53883
nETGs,10.968,10.809940870524672,0.6294090188777787,10.753429930462133,2.295567099962479,1-53885
nETGs,10.95,10.78379722892383,0.6208636349766069,10.753429546408368,2.2911467617318855,1-53885
nETGs,11.234,11.056482670879996,0.7694518648712066,11.060746909355867,2.3420276880874717,1-53897
nETGs,11.183,10.862001135805214,0.8596200300389449,11.202090919813312,2.300812794118117,1-53954
nETGs,9.88,8.38511949492245,0.23477018572119612,10.16690636065146,1.9609461957338314,1-53968
nETGs,11.559,11.418386465867707,0.844663618550678,11.301861348956873,2.3479151865016914,1-54008
nETGs,11.045,10.506918723734115,0.8848528473512598,11.197483952217752,2.2314695904306814,1-542308
nETGs,11.306,11.10354093516078,0.8299458198427183,11.178278872970955,2.351603072419129,1-542312
nETGs,11.222,10.85762099742413,0.9113178070346278,11.277273914539677,2.279210512601395,1-542351
nETGs,11.461,11.225067307028807,0.9490966526681103,11.384394874560199,2.3991543339582164,1-542414
nETGs,11.967,11.902837157183248,0.911902766496391,11.405842765661033,2.3121773564397787,1-543413
nETGs,11.129,10.87892762306377,0.7062055550462439,11.071258515061201,2.332034277027518,1-543686
nETGs,11.145,11.035403643936306,0.6531153110331572,10.794395392608676,2.362293937964231,1-543810
nETGs,11.555,11.398749260536494,0.9614217851097304,11.336282207364377,2.369215857410143,1-54471
nETGs,11.315,10.612113097023677,0.9147132816769773,11.52009371233789,2.3220124385824006,1-54482
nETGs,10.749,10.393783554262454,0.5673798124203284,10.797169464315337,2.1646502159342966,1-54497
nETGs,11.194,10.965266845063999,0.7098626474744686,11.107216200739567,2.358315640082196,1-545611
nETGs,10.44,10.075593735301354,0.5658497167453641,10.495294659506488,2.0362295440862948,1-545654
nETGs,11.187,10.931559828133809,0.7525860018394035,11.136056970019794,2.3624824747511743,1-545973
nETGs,11.225,10.994541609038214,0.8204630401353245,11.14069264191824,2.333850145102545,1-546819
nETGs,11.496,11.336706154194914,0.757699024848256,11.284229494343984,2.3690302218091532,1-546912
nETGs,11.411,11.207975381705625,0.7802446836258699,11.284229494343984,2.367169488534681,1-546912
nETGs,11.337,11.084725087462822,0.8157763370008808,11.282071155128493,2.375846436309156,1-546965
nETGs,11.462,11.126022413286728,1.1013340030735308,11.494343607306396,2.3027637084729817,1-547039
nETGs,10.884,10.596758671507361,0.7259115167816138,10.869759152686928,2.1983821300082944,1-547106
nETGs,11.281,11.037471375933995,0.8031834357862883,11.21470645005316,2.3420276880874717,1-547568
nETGs,11.211,10.884225422240632,0.6819650179042062,11.235303494710294,2.3736474722092176,1-547594
nETGs,11.833,11.767829954932518,0.8435442860051585,11.278116081271936,2.319522449065454,1-54784
nETGs,11.22,10.96788118376842,0.7666353360719079,11.16487288662276,2.3679147387937527,1-547903
nETGs,11.513,11.242881460727014,1.0130058963589885,11.479718622767013,2.395501124305626,1-548033
nETGs,11.066,10.854450700800074,0.5685528271622627,10.953167827490148,2.3639878297484915,1-548036
nETGs,11.546,11.205613882333791,1.101059857189875,11.582084099105812,2.3529539117100877,1-548196
nETGs,11.244,10.972190433506984,0.7595920625948009,11.212670811189728,2.3857849588433355,1-548221
nETGs,10.672,10.44860776821585,0.3939255869637168,10.577394973353096,2.176958980586908,1-54829
nETGs,11.555,11.34999963601585,0.967547526201237,11.431524611252673,2.4127964287165433,1-548300
nETGs,11.361,10.993712654023998,1.0095356271941822,11.418474148284796,2.315130317183602,1-548302
nETGs,10.942,9.904746753144869,0.7284354890402884,11.201221188367441,2.2355284469075487,1-548341
nETGs,11.264,10.975130121492965,0.8934838657157105,11.251489570982532,2.307282047033346,1-548430
nETGs,11.286,11.068465239738018,0.8221674493324015,11.182537575019943,2.2624510897304293,1-548613
nETGs,11.376,10.788870485606756,0.9971246769481107,11.546998148326878,2.3197304943302246,1-548617
nETGs,11.307,11.131977661600859,0.9250538842224951,11.12876297436444,2.328583449714202,1-548620
nETGs,11.399,11.219809397766058,1.023128073996054,11.229041850866993,2.355834495884936,1-548636
nETGs,11.192,10.603993115055479,0.9390700685064489,11.363303988017739,2.27600198996205,1-549008
nETGs,11.589,11.263417166041766,0.9993482142279918,11.6122387067836,2.3872118003137306,1-549010
nETGs,10.892,10.48699802712935,0.7611749534169671,10.975826222288891,2.19506899646859,1-54904
nETGs,11.272,10.955588812488154,0.9266506187696847,11.286855025671555,2.268577971882843,1-54939
nETGs,11.668,11.479352245506199,1.1791206746939449,11.515982442181185,2.371806458507416,1-549479
nETGs,12.0,11.918989173844293,1.01397469021336,11.531912787462277,2.413634997198556,1-550578
nETGs,11.388,10.957354747841027,1.030356632630334,11.487691942808512,2.3211840273023143,1-55065
nETGs,11.402,11.203096812767377,0.7359982593105007,11.268224885872124,2.3963737275365067,1-55075
nETGs,11.016,10.799408258164224,0.6634185550449053,10.911083199960872,2.250175948083925,1-550860
nETGs,11.45,11.227260107747004,1.0270637345694082,11.354423281741685,2.394626764272209,1-550945
nETGs,11.549,11.217761613398041,0.9779982712517564,11.577243131741712,2.404833716619938,1-551031
nETGs,11.848,11.651673857432936,1.0922998238927761,11.70975241682798,2.4554539687786283,1-55225
nETGs,11.464,11.176767020062899,1.008898132476698,11.44975024736791,2.3774883833761327,1-55529
nETGs,11.285,11.059936685366562,0.8468937610378581,11.192867657079056,2.2911467617318855,1-55552
nETGs,11.05,10.780328130290025,0.7244394005095577,11.016200226674206,2.2920344359947364,1-556514
nETGs,11.26,11.125196922029296,0.7991337600852585,10.987285984542245,2.358886204405869,1-556527
nETGs,10.746,10.290643061904758,0.5933952825849719,10.859633411833093,2.177824971864682,1-556749
nETGs,11.356,11.203655323257607,0.9599000720550547,11.128125036941487,2.35430056234536,1-556821
nETGs,10.615,10.419908934530282,0.3005961684119132,10.474582977755997,2.274850320016665,1-556829
nETGs,11.264,11.064014455815135,0.7745168498275786,11.132081845905532,2.2940250940953226,1-556851
nETGs,11.309,11.07744518837076,0.8025673520775404,11.22625408847365,2.3324384599156054,1-556947
nETGs,11.51,11.21090385162422,0.9589935183092417,11.508057503053921,2.3895204658463776,1-558143
nETGs,10.697,10.585377758863473,0.550717748379532,10.353380024239712,2.210853365314893,1-558242
nETGs,10.564,10.36947354693016,0.4139698443860121,10.42258553650295,2.0718820073061255,1-558471
nETGs,11.265,11.01401460393097,0.700617194197975,11.208428384744176,2.162862993321926,1-558592
nETGs,11.712,11.490469058285434,1.035229543563247,11.61461283865324,2.447778009294621,1-558630
nETGs,10.778,10.543033355090566,0.6444390053438056,10.700052557032688,2.184975190698261,1-559041
nETGs,11.623,11.303528367899963,1.0308420216691507,11.640690335694748,2.4379090355394983,1-559150
nETGs,11.41,10.996396855511366,0.9568398792484569,11.499318052688778,2.353531559077762,1-559157
nETGs,10.856,10.640326643059646,0.5527904913098026,10.749659065707984,2.2543063323312857,1-559761
nETGs,11.706,11.459739774284508,1.0631455202703075,11.643312592550977,2.4490153163477864,1-560666
nETGs,11.608,11.454405765553323,0.8168382000619946,11.383084489639218,2.2678754193188975,1-560743
nETGs,10.816,10.026256606440642,0.6734814734865253,11.04013050548086,2.2030328870147105,1-560832
nETGs,11.834,11.650414530791291,1.3357789674459897,11.672520013031056,2.456821348021599,1-560942
nETGs,11.094,10.811740288534317,0.8659335646381402,11.074381670159562,2.240798771117331,1-561020
nETGs,11.262,10.987967382973588,0.8144477694646689,11.23321246534221,2.3483048630481607,1-561297
nETGs,11.303,10.961805913753247,0.7377494940310757,11.33976207039109,2.387033701282363,1-561331
nETGs,11.587,11.34805153713262,1.1749895682304818,11.514539826441533,2.3348556896172914,1-561335
nETGs,11.436,11.300579740714916,0.7563322767262263,11.164977201268812,2.475816413031318,1-563762
nETGs,10.319,9.141130636803059,0.5658469528191026,10.59019350158853,1.9934362304976116,1-564242
nETGs,11.156,10.990843278959128,0.7255024647963679,10.957177388388308,2.294466226161593,1-564483
nETGs,11.729,11.55117089108258,1.019241604721892,11.556363716516751,2.4726101975960444,1-564537
