TYPE,DYN_MassInHalfRad,DM_MassInHalfRad,R_eff,Mass,VelDisp,mangaid
LTGs,10.643,10.55126161138763,0.7299748603897422,10.223734730813316,2.0322157032979815,1-42030
LTGs,10.684,10.589440764775537,0.8337201279488233,10.276527531136841,2.0457140589408676,1-42053
LTGs,9.942,9.894823565989984,0.49817482397167995,9.255596084460436,1.8530895298518655,1-420631
LTGs,10.223,10.034722904515569,0.5587067716260111,10.070300259406554,1.8948696567452525,1-420636
LTGs,11.077,10.886481375857004,0.9727583044220458,10.928400646404556,1.9965116721541787,1-420709
LTGs,11.202,11.105099353276122,0.637890688695105,10.80402252417112,1.9623693356700211,1-420732
LTGs,9.589,9.34194182117134,0.21165269937391232,9.527356143735318,1.7846172926328754,1-420770
LTGs,10.045,9.95724359590288,0.5649020164223282,9.608384910253967,1.857935264719429,1-420901
LTGs,10.757,10.402133807474241,0.8950363281879502,10.804892553576481,1.9609461957338314,1-420924
LTGs,10.922,10.656872460828989,0.9143435803651141,10.882859880676758,2.1492191126553797,1-420973
LTGs,11.096,10.94657294029822,0.7951843196126468,10.86110151045494,2.1344958558346736,1-420986
LTGs,10.606,10.465821951231531,0.8766812132380624,10.347720266961286,1.9493900066449128,1-421066
LTGs,10.031,9.929014191055613,0.5322464593505049,9.652789959661325,1.8813846567705728,1-421160
LTGs,10.974,10.891141536946714,0.7913391837037629,10.51481181206819,1.720985744153739,1-42158
LTGs,9.825,9.716001862443688,0.3798477647924247,9.472304931719599,1.8549130223078556,1-421756
LTGs,10.681,10.513760983311167,0.8237345936674184,10.486643837675073,1.9858753573083936,1-42176
LTGs,10.645,10.455044397725283,0.6241775405999335,10.495376340721652,2.129689892199301,1-421767
LTGs,10.829,10.675691373074905,0.5327552997115306,10.603410581604713,1.877371345869774,1-42177
LTGs,10.363,10.288964714977713,0.6168955102414081,9.859192541543836,1.9894498176666917,1-421775
LTGs,10.035,9.928386881437236,0.698450287930456,9.67383972531751,1.829946695941636,1-421777
LTGs,11.131,10.898818349185596,0.8779468917336718,11.049142511004757,2.1961761850399735,1-421842
LTGs,11.028,10.830901382697196,0.876448909762032,10.891100681744346,2.2111205412580492,1-421972
LTGs,10.832,10.656312786148716,0.8022954785017459,10.655099521075401,2.1408221801093106,1-42221
LTGs,11.962,11.915837941101199,0.9275253794123931,11.266654250647639,2.2350231594952237,1-42230
LTGs,10.206,9.916536512927332,0.4232448305078735,10.194116993622405,1.9777236052888478,1-42248
LTGs,11.261,10.953977133459016,0.9477283778014681,11.266911299022608,2.2610248339923973,1-42250
LTGs,11.457,11.239970880788869,1.1259690060406509,11.352758745889453,2.2810333672477277,1-422823
LTGs,10.318,10.000677350418485,0.6161594391418345,10.333703468222572,1.930949031167523,1-422897
LTGs,10.161,9.970792763519675,0.44419996467582923,10.011834601583104,1.9319661147281726,1-422911
LTGs,10.95,10.678242777457713,0.7209021166066711,10.918610628391061,2.024895960107485,1-422933
LTGs,10.524,10.318598626970513,0.6551370115726638,10.401188547974112,2.037824750588342,1-422947
LTGs,10.471,10.411657440139408,0.7407580294636337,9.878278488604197,1.9804578922761,1-422974
LTGs,10.942,10.693037289445984,0.7570159525437715,10.882829091290489,2.0884904701823963,1-423024
LTGs,11.163,10.945507325426714,0.8379033586345157,11.059472839072368,2.2655253352190736,1-42329
LTGs,10.821,10.616990729596381,0.8563074149038157,10.695876680229746,2.064083435963596,1-424415
LTGs,10.258,9.947228053429761,0.36660978171982833,10.26752820850282,2.0711452904510828,1-424438
LTGs,10.902,10.509469592134813,0.8579953685993681,10.97753704445304,1.9827233876685453,1-42474
LTGs,10.198,9.957675528806345,0.7034627814674133,10.127408529339979,1.8573324964312685,1-42480
LTGs,11.145,10.89337697847746,0.9614678033916989,11.089242069501845,2.231979026831504,1-42548
LTGs,10.782,10.618722310545142,0.8538208421660894,10.579088429948229,2.020775488193558,1-42585
LTGs,10.02,9.232155525141222,0.606273022449488,10.243761700597632,1.7715874808812553,1-42588
LTGs,10.385,10.052576841069351,0.45377701919740293,10.414276070459469,1.9717395908877782,1-42660
LTGs,10.308,10.007283394476431,0.2583978962245869,10.307686383551607,2.0425755124401905,1-42688
LTGs,10.611,10.476572758193742,0.6802458862563238,10.33725168941887,2.0437551269686796,1-42896
LTGs,10.721,10.526069816868374,0.8048887800401117,10.580299129204816,2.0224283711854865,1-43009
LTGs,10.803,10.61179769036908,0.8593789059892286,10.655639459350093,1.9350031514536548,1-43012
LTGs,10.408,10.046603226017263,0.5912873355671284,10.460990677008875,1.9934362304976116,1-43022
LTGs,10.079,9.870938090402113,0.35850541957032017,9.960552659445021,1.9030899869919435,1-43272
LTGs,10.326,10.193677610319448,0.5918427865472964,10.046396379710261,1.900913067737669,1-43285
LTGs,10.415,10.337744315140693,0.7625271317152573,9.928120756295224,1.9036325160842376,1-43497
LTGs,11.307,10.89227671541771,1.1737984715636087,11.397020267582512,2.1922886125681202,1-43506
LTGs,10.927,10.644313540127994,0.9290602918426624,10.90784737879411,2.0824263008607717,1-43528
LTGs,10.931,10.431665442762727,0.7588359413418645,11.066633361046044,2.1436392352745433,1-43589
LTGs,10.261,10.07486180391296,0.5884948490020968,10.10433112373656,1.944975908412048,1-43632
LTGs,10.641,9.98747014593467,0.8042089146162683,10.83297615231901,2.0310042813635367,1-43733
LTGs,11.035,10.679539046814279,0.9873098283609569,11.083362535468977,2.1277525158329733,1-43783
LTGs,10.441,10.231297199322587,0.72705327091972,10.32520938048852,1.9508514588885464,1-43823
LTGs,10.195,10.09718651636284,0.6861006285174606,9.800655195267248,1.8739015978644613,1-43857
LTGs,10.759,10.609391721115145,0.7900052147328204,10.524542465677962,2.092018470752797,1-43864
LTGs,11.266,10.982815291381652,1.016782316367931,11.247389906571508,2.2367890994092927,1-439699
LTGs,10.782,10.228376834989202,0.6437487094015538,10.940665911592097,2.219060332448861,1-439736
LTGs,10.503,10.296512696485905,0.6755028195789758,10.381978346067616,2.0350292822023683,1-44013
LTGs,10.092,9.962457727834503,0.25815953943837494,9.804494872438825,2.0149403497929366,1-440292
LTGs,10.77,10.654534034071657,0.8113067207093826,10.43924506512649,2.09795107099415,1-44117
LTGs,10.409,10.099136602588812,0.6866365388699648,10.417657309081369,1.9122220565324155,1-441573
LTGs,10.635,10.429726779149972,0.7695982235896263,10.511976547835625,1.9299295600845878,1-44172
LTGs,10.588,10.355387675694747,0.6031434665584807,10.50675111432629,2.132899769944483,1-44180
LTGs,10.098,9.890222747961552,0.6572479968892938,9.979089092727632,1.8488047010518038,1-442076
LTGs,10.691,10.001687952350247,0.890476471264069,10.892671557534815,1.9206450014067875,1-44216
LTGs,9.87,9.802950549043866,0.4813002396259343,9.326547414501624,1.7909884750888159,1-442983
LTGs,10.838,10.159124321476177,0.7393363089980073,11.036947691922052,2.085290578230065,1-443149
LTGs,10.571,10.332180651305558,0.5854604931084606,10.498363763395497,2.130333768495006,1-44361
LTGs,10.851,10.6215395634201,0.7661140090739007,10.765263078881409,2.157456768134226,1-44379
LTGs,10.478,10.307135436018964,0.7063769692895181,10.291262770903309,1.9474337218870508,1-44463
LTGs,10.567,10.4343652472814,0.5313501894727016,10.288272122856455,2.133858125203335,1-44483
LTGs,10.791,10.606283824226711,0.9128586348708811,10.63166111920345,1.9995654882259823,1-445487
LTGs,10.347,9.966909917981445,0.6368891656768418,10.413860226293437,1.8228216453031045,1-445537
LTGs,10.913,10.773728806871754,0.9152422192674529,10.65233070896134,2.09968064110925,1-445626
LTGs,10.28,10.243102065512756,0.7302158919059216,9.49192938435635,1.857935264719429,1-44565
LTGs,10.628,10.440042952552368,0.7032063027942697,10.474709891156882,2.0569048513364727,1-445669
LTGs,11.075,10.826738233366063,0.7102858122189493,11.014921844311973,2.1958996524092336,1-44581
LTGs,10.847,10.557946080320884,0.9301859661732336,10.83468428452536,2.0330214446829107,1-446131
LTGs,11.124,11.002665379235795,0.8989448432716276,10.811974646172825,1.9666109866819343,1-44618
LTGs,10.79,10.516800375845705,0.8391632238304773,10.76026335385268,2.064083435963596,1-446242
LTGs,10.957,10.646162156687481,0.8500943536275007,10.966591235892892,2.1947917577219247,1-446660
LTGs,10.332,10.243365000746723,0.6286970568814377,9.899286897164464,1.9623693356700211,1-44667
LTGs,10.831,10.693638269698921,0.8867729627824077,10.56523930450814,2.004751155591001,1-446700
LTGs,10.625,10.491170102187265,0.7765542303507429,10.3496008705671,2.0132586652835167,1-44693
LTGs,9.969,9.910677746304723,0.4615000300038626,9.369245148230762,1.833784374656479,1-44707
LTGs,10.83,10.52460669190468,0.8086167337109843,10.834319910370334,2.0461047872460387,1-44763
LTGs,10.981,10.803414058748093,1.0052657505364204,10.80788276085583,2.091315159697223,1-44801
LTGs,9.832,9.534744716148664,0.246497295524521,9.828192192052088,1.8518696007297664,1-44818
LTGs,9.654,9.479535454084273,0.3834557537389327,9.4746369204831,1.7664128471123994,1-44865
LTGs,9.989,9.957257794374057,0.6827754558229748,9.13810834501468,1.8260748027008264,1-44880
LTGs,10.557,10.377328906242655,0.6092746000398206,10.387981083878119,2.0704073217401198,1-44999
LTGs,10.928,10.80369527399982,0.8790389068173547,10.625062400109316,2.1142772965615864,1-45208
LTGs,10.898,10.743340434643711,0.9040118223032644,10.675585136236693,2.04493154614916,1-45281
LTGs,11.235,10.960847349227864,0.8416728260232098,11.206348911098182,2.3066394410242617,1-45490
LTGs,10.693,10.425276102586015,0.7430399835493424,10.656925906050446,1.9960736544852753,1-45529
LTGs,10.28,10.109193062773139,0.4282957307210344,10.093143202779164,2.0429690733931802,1-45539
LTGs,10.796,10.620545514019891,0.9231904869814936,10.618632386973573,2.0056094453602804,1-455630
LTGs,10.098,9.68836308502947,0.4149751434186223,10.184807751620937,1.8739015978644613,1-455636
LTGs,10.062,9.964200540955318,0.4418513208236032,9.66759967055178,1.8825245379548805,1-455654
LTGs,10.47,10.303921007114976,0.81324684895363,10.273163941255493,1.9020028913507294,1-455661
LTGs,10.112,9.851951483516736,0.4525522187099477,10.06674456635703,1.9489017609702137,1-455681
LTGs,10.6,10.477433821082824,0.781540436362329,10.29177355769162,2.0132586652835167,1-455684
LTGs,10.458,10.279293371573864,0.4912235833992403,10.28709269857602,2.0791812460476247,1-455722
LTGs,10.075,9.943090336374746,0.4895363327774124,9.794235573384292,1.8750612633917,1-455885
LTGs,10.087,9.926961248986496,0.5834245621573212,9.876905968104868,1.8463371121298053,1-45593
LTGs,10.998,10.811255366134027,0.9956796941984828,10.842462164084212,2.1398790864012365,1-456001
LTGs,11.177,10.949076419127758,0.8134468216907327,11.08904582008382,2.2650537885040145,1-456269
LTGs,10.091,9.715219012526045,0.549859724949267,10.154754422504393,1.8536982117761744,1-456289
LTGs,10.415,10.228233283474854,0.7564826939056397,10.259503264193413,1.8698182079793282,1-456376
LTGs,9.916,9.766198644558349,0.4973449574857771,9.682011578910986,1.7986506454452689,1-456407
LTGs,10.104,9.905196178942948,0.4097659730774658,9.970053775737192,1.9400181550076632,1-456420
LTGs,10.536,10.258861787016977,0.8186221054933219,10.510716953291864,1.8382192219076259,1-45643
LTGs,10.225,10.054150966773044,0.6502100992141224,10.038230551382366,1.877371345869774,1-456471
LTGs,10.604,10.441892900697198,0.6944280854426763,10.398512455686026,2.068927611682072,1-456488
LTGs,9.674,9.528336994915104,0.3081387685608474,9.429797191657686,1.7860412102425542,1-456540
LTGs,9.919,9.564540154941433,0.3896980291440386,9.966570792973892,1.8512583487190752,1-456564
LTGs,9.864,9.56678529378547,0.4369579866143023,9.860150895840981,1.8115750058705933,1-456656
LTGs,9.624,9.508434118174211,0.37217471739830776,9.293572963786245,1.6901960800285136,1-456658
LTGs,10.085,9.888030213210508,0.33324554736473,9.947876280093961,1.9840770339028309,1-456687
LTGs,10.627,10.465614579960556,0.6680108095256407,10.419913210935677,2.06595298031387,1-456737
LTGs,9.917,9.648510572306197,0.49540438889317934,9.881822326116767,1.8027737252919758,1-456742
LTGs,10.303,10.182878682736305,0.5639544824189223,9.987188576236296,1.965201701025912,1-456751
LTGs,10.708,10.5901565811159,0.7689343987517522,10.384960832353697,2.0572856444182146,1-456759
LTGs,10.037,9.758958574327322,0.46627537278076003,10.012726226158293,1.7737864449811935,1-456766
LTGs,10.074,9.739494483434475,0.4711430465081638,10.10507885414566,1.8876173003357362,1-456775
LTGs,10.142,10.039938208461699,0.6210720285638511,9.764076896874064,1.865103974641128,1-456821
LTGs,10.266,10.050485734811408,0.3827355174534724,10.159411580913057,2.039017321997412,1-456828
LTGs,9.962,9.741393662238018,0.47319594413171673,9.863219679481816,1.8318697742805017,1-456840
LTGs,9.428,9.212758094556696,0.1970027148006267,9.320987356799659,1.6989700043360187,1-456862
LTGs,10.348,10.171701375060861,0.6834074353491433,10.172323175909721,1.931457870689005,1-456865
LTGs,9.834,9.148712020605576,0.4848689665712201,10.03463104943124,1.6693168805661123,1-456894
LTGs,9.635,9.454815337121449,0.3174346437997812,9.466981589684394,1.765668554759014,1-456901
LTGs,10.924,10.811219052716103,0.8209905576846006,10.584310589868036,2.184123354239671,1-456915
LTGs,9.934,9.65368428050994,0.4951260240834739,9.912248026814785,1.808885867359812,1-456919
LTGs,10.76,10.303422196343845,0.6695942112503748,10.87429071920616,2.1604685311190375,1-456937
LTGs,10.223,9.839862651591082,0.5220543323281263,10.292024860912562,1.9344984512435677,1-456981
LTGs,11.804,11.666434979473564,0.8797266095995674,11.53878527705062,2.219060332448861,1-456984
LTGs,10.014,9.767287080627113,0.3598364224436581,9.951905161570007,1.9020028913507294,1-456987
LTGs,10.618,10.421847267277808,0.6825938554490425,10.479448843458089,2.090258052931316,1-456996
LTGs,10.83,10.594310662339405,0.718917699656449,10.753057405732386,2.010299956639812,1-457054
LTGs,10.949,10.745217500725749,0.8273049806713475,10.823498207649493,2.161966616364075,1-457074
LTGs,10.318,9.910701369998009,0.6062741121625573,10.40331013370199,1.888179493918325,1-457147
LTGs,9.967,9.791463695980612,0.42667570595816445,9.789796698913626,1.8555191556678001,1-457151
LTGs,9.684,9.39407985680655,0.3193160266580451,9.6725984641775,1.761927838420529,1-457160
LTGs,9.635,9.374816694571178,0.33785778148617335,9.589908905729274,1.7481880270062005,1-457172
LTGs,9.726,9.549615537127943,0.31910572907283313,9.550494555395236,1.8208579894397,1-457176
LTGs,10.15,9.747127141715618,0.5637163418655277,10.232438957780195,1.9263424466256551,1-457196
LTGs,10.022,9.794859417222039,0.5843313683552793,9.932908765637487,1.8129133566428555,1-457223
LTGs,10.43,10.278243307130795,0.5838793965264008,10.200722478998477,2.00987563371216,1-457236
LTGs,9.997,9.93107714543327,0.36679475183592297,9.446737124584304,1.9030899869919435,1-457248
LTGs,11.411,11.23668862028032,0.9046633467727455,11.2313269480886,2.2511513431753545,1-457427
LTGs,9.992,9.740013237466064,0.3205635814114137,9.936705029871497,1.8027737252919758,1-457448
LTGs,11.407,11.132553598613658,0.9708583762795091,11.378682486142134,2.377670439334323,1-457523
LTGs,10.392,10.221316188740682,0.5425774145310949,10.204887568619336,2.0187004986662433,1-457753
LTGs,10.55,10.511826840383938,0.8064494745759468,9.776057008158881,1.9675479762188621,1-457815
LTGs,10.105,9.979462672199258,0.6166859981482176,9.805760843521481,1.8407332346118068,1-457869
LTGs,10.36,9.883607057101203,0.44947692241844533,10.484574122168132,1.9595183769729982,1-457872
LTGs,10.235,10.0856537700116,0.633367985206192,9.999904626049583,1.8704039052790271,1-457965
LTGs,10.923,10.69450035496316,0.8605783338926154,10.835879168689873,2.0835026198302673,1-458007
LTGs,10.146,10.06360422438153,0.5606242793263161,9.68460389742412,1.9344984512435677,1-458033
LTGs,10.049,9.96361364008463,0.5469123819164865,9.601640268767861,1.8674674878590516,1-458047
LTGs,10.708,10.48928182089501,0.5543674561808751,10.606351408162732,2.2013971243204513,1-458127
LTGs,11.373,11.150476306707588,0.8917601970047269,11.277100439809196,2.2322335211147335,1-458137
LTGs,10.983,10.714906201024654,0.7491173560224945,10.947359481430356,2.2420442393695508,1-458168
LTGs,10.457,9.988221061935556,0.5870356089316262,10.577706705930089,2.0923696996291206,1-458209
LTGs,10.334,10.154106326336823,0.5415786483403584,10.165415129566256,1.9867717342662448,1-458359
LTGs,10.346,9.775632769565552,0.4474674195323354,10.510991342878212,2.0557604646877348,1-458395
LTGs,10.875,10.631236609119307,0.8236707458952528,10.809018452672664,2.03261876085072,1-458396
LTGs,11.498,11.193422549816937,1.0663636585072713,11.501518712406094,2.2347702951609163,1-458448
LTGs,10.375,10.132662441259663,0.37254270447388055,10.30711746276328,2.068927611682072,1-458459
LTGs,10.997,10.79490020255419,0.9197062011626466,10.868673264032806,2.103803720955957,1-458504
LTGs,10.761,10.615453955545378,0.859498314644153,10.516503551943917,2.030194785356751,1-458515
LTGs,10.581,10.323750411474455,0.5351683034080731,10.532306241739558,2.0982975364946976,1-458604
